disk_id,   hit_count,   start_times,     energy
      0,         463,            17,    35337.6
      1,         188,            11,    16411.3
      2,          16,            15,    10005.4
      3,          11,             8,     4481.8
      4,          43,            16,    13524.2
      5,           5,             5,     2718.1
      6,         106,            15,    14693.9
      7,          14,            12,     7331.8
      8,          40,            15,    13691.3
      9,         106,            15,    20862.0
     10,          10,             8,     4662.0
     11,          12,             8,     4295.5
     12,          55,            18,    21496.9
     13,          59,            11,     8888.5
     14,          69,            15,    14021.1
     15,          63,            14,    15507.8
     16,          13,            12,     7109.4
     17,          60,            18,    15126.8
     18,          76,            15,    13943.2
     19,          49,            20,    18060.1
     20,          36,             8,     5973.1
     21,           1,             1,      493.6
     22,         108,            19,    18582.4
     23,           4,             4,     2114.7
     24,          36,            24,    22524.5
     25,          11,             8,     5171.1
     26,         122,            22,    22607.2
     27,           5,             3,     1541.3
     28,         179,            27,    28433.6
     29,          72,            20,    15946.8
     30,          19,            15,     9269.6
     31,          97,            12,    13099.0
     32,         336,            18,    31988.4
     33,          46,            10,     7458.5
     34,          10,             7,     4425.9
     35,         136,            15,    13585.6
     36,          15,            10,     6407.9
     37,          95,            14,    16930.9
     38,          77,            11,    10065.7
     39,          65,            11,     9173.7
     40,          45,             5,     4044.0
     41,         107,            13,    14506.3
     42,         157,            14,    18580.4
     43,         253,            10,    16692.2
     44,         132,            21,    18463.0
     45,         591,            16,    37949.3
     46,         332,            12,    23241.0
     47,         165,            28,    30925.4
     48,          50,            19,    16797.4
     49,          21,            18,    13974.5
     50,         126,            21,    32286.3
     51,          46,            25,    28684.8
     52,          32,            25,    22211.1
     53,         317,            19,    35079.8
     54,         136,            24,    25772.1
     55,          32,            18,    23649.4
     56,          40,            33,    29239.4
     57,          58,            19,    22962.5
     58,          68,            22,    30909.1
     59,          35,            28,    25430.4
     60,          50,            21,    27579.7
     61,          30,            20,    20598.9
     62,          44,            29,    30417.7
     63,          59,            24,    23071.2
     64,         131,            33,    37297.2
     65,         154,            19,    33122.8
     66,          87,            32,    38656.2
     67,          46,            24,    27237.3
     68,         252,            21,    33661.5
     69,          45,            20,    14870.8

Total start times: 1160.
Average start times per disk: 16.571429.

Total energy consumed: 1265.873900 kJ.
Average energy consumed per second: 124.117453 J.

Average opened disks per second: 15.553878.
