disk_id,   hit_count,   start_times,     energy
      0,         158,            39,    47143.4
      1,         111,            25,    28019.9
      2,          68,            37,    36424.3
      3,          28,            17,    16400.8
      4,          76,            35,    37465.9
      5,          36,            25,    22777.4
      6,          93,            33,    36806.4
      7,          52,            30,    29741.4
      8,          70,            41,    37655.0
      9,         119,            33,    39929.2
     10,          62,            22,    23500.6
     11,          33,            20,    17435.8
     12,         136,            42,    49932.8
     13,          58,            35,    33389.5
     14,          69,            31,    30115.1
     15,          90,            28,    30031.3
     16,          33,            22,    20436.5
     17,          75,            31,    35097.3
     18,          92,            32,    35214.8
     19,         113,            38,    43037.4
     20,          55,            24,    25145.8
     21,          21,             9,     7733.4
     22,          78,            34,    36193.8
     23,          29,            18,    15393.8
     24,         113,            38,    46990.2
     25,          36,            20,    19054.6
     26,          89,            36,    39707.2
     27,          12,             8,     6692.8
     28,         108,            42,    44468.1
     29,          77,            35,    34735.9
     30,          54,            31,    28853.1
     31,          87,            37,    37545.0
     32,         130,            38,    45281.0
     33,          58,            24,    24611.3
     34,          41,            26,    22104.9
     35,          71,            29,    28211.9
     36,          46,            21,    20037.0
     37,          90,            28,    35173.6
     38,          74,            30,    30833.9
     39,          71,            29,    29340.4
     40,          35,            19,    16645.6
     41,          85,            34,    35042.2
     42,         103,            33,    36206.1
     43,          75,            25,    27772.7
     44,          79,            33,    33302.4
     45,         152,            36,    45294.3
     46,         109,            41,    43260.3
     47,         110,            35,    41611.5
     48,         104,            39,    43997.1
     49,          72,            35,    35588.1
     50,         193,            33,    51384.8
     51,         130,            34,    48142.9
     52,         116,            43,    49001.2
     53,         154,            39,    54684.0
     54,         110,            41,    48564.0
     55,         137,            37,    49354.3
     56,         107,            40,    46796.0
     57,         129,            36,    48481.2
     58,         158,            39,    53755.8
     59,         117,            37,    49267.8
     60,         173,            31,    51201.2
     61,         114,            36,    41668.2
     62,         126,            39,    50683.3
     63,         116,            40,    47882.6
     64,         112,            43,    50691.9
     65,         198,            37,    55106.6
     66,         149,            37,    52590.4
     67,         130,            40,    49940.9
     68,         139,            43,    52548.7
     69,          88,            33,    40037.6

Total start times: 2261.
Average start times per disk: 32.300000.

Total energy consumed: 2579.166200 kJ.
Average energy consumed per second: 255.818905 J.

Average opened disks per second: 32.791014.
