FILENAME       TYPE            RA       DEC      exptime DATE	
b160320.000310.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:02:23	
b160320.000311.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:02:36	
b160320.000312.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:02:49	
b160320.000313.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:03:02	
b160320.000314.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:03:16	
b160320.000315.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:03:29	
b160320.000316.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:03:42	
b160320.000317.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:03:55	
b160320.000318.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:04:09	
b160320.000319.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:04:22	
b160320.000320.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:04:35	
b160320.000321.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:15:46	
b160320.000322.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:16:05	
b160320.000323.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:16:26	
b160320.000324.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:16:44	
b160320.000325.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:17:04	
b160320.000326.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:17:24	
b160320.000327.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:17:46	
b160320.000328.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:18:04	
b160320.000329.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:18:26	
b160320.000330.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:18:46	
b160320.000331.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:19:06	
b160320.000332.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:19:26	
b160320.000333.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:19:45	
b160320.000334.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:20:06	
b160320.000335.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:20:25	
b160320.000336.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:30:58	
b160320.000337.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:36:26	
b160320.000338.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:36:44	
b160320.000339.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:37:05	
b160320.000340.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:37:24	
b160320.000341.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:37:45	
b160320.000342.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:38:04	
b160320.000343.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:38:25	
b160320.000344.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:38:44	
b160320.000345.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:39:04	
b160320.000346.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:39:23	
b160320.000347.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:39:44	
b160320.000348.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:40:03	
b160320.000349.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:40:24	
b160320.000350.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:40:42	
b160320.000351.fits            area2   99.0000 -76.0000    3.00 2016-03-21T05:41:03	
b160320.000352.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:44:47	
b160320.000353.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:47:42	
b160320.000354.fits            area2   99.0000 -76.0000   10.00 2016-03-21T05:54:37	
b160320.000355.fits             FLAT   48.1804 -84.6327   16.70 2016-03-21T06:17:08	
b160320.000356.fits             FLAT   48.1804 -84.6327   16.70 2016-03-21T06:17:28	
b160320.000357.fits             FLAT   48.1804 -84.6327   16.70 2016-03-21T06:17:48	
b160320.000358.fits             FLAT   51.1034 -84.6290   10.82 2016-03-21T06:23:48	
b160320.000359.fits             FLAT   51.1034 -84.6290   10.82 2016-03-21T06:24:02	
b160320.000360.fits             FLAT   51.1034 -84.6290   10.82 2016-03-21T06:24:16	
b160320.000361.fits             FLAT   52.7133 -84.6269    8.39 2016-03-21T06:30:13	
b160320.000362.fits             FLAT   52.7133 -84.6269    8.39 2016-03-21T06:30:24	
b160320.000363.fits             FLAT   52.7133 -84.6269    8.39 2016-03-21T06:30:36	
b160320.000364.fits             FLAT   54.3011 -84.6248    6.45 2016-03-21T06:36:32	
b160320.000365.fits             FLAT   54.3011 -84.6248    6.45 2016-03-21T06:36:41	
b160320.000366.fits             FLAT   54.3011 -84.6248    6.45 2016-03-21T06:36:51	
b160320.000367.fits             FLAT   55.8744 -84.6227    4.88 2016-03-21T06:42:43	
b160320.000368.fits             FLAT   55.8744 -84.6227    4.88 2016-03-21T06:42:51	
b160320.000369.fits             FLAT   55.8744 -84.6227    4.88 2016-03-21T06:42:59	
