FILENAME       TYPE            RA       DEC      exptime DATE	
b160317.000047.fits         TPoint20  250.0000 -60.0000   10.00 2016-03-18T03:59:05	
b160317.000048.fits         TPoint21  180.0000 -60.0000   10.00 2016-03-18T04:00:51	
b160317.000049.fits         TPoint22  110.0000 -60.0000   10.00 2016-03-18T04:02:41	
b160317.000050.fits  FocusTest0317-1  150.0000 -65.0000    3.00 2016-03-18T04:17:58	
b160317.000051.fits BlowerTest0317-1FAST  150.0000 -65.0000    3.00 2016-03-18T04:24:38	
b160317.000052.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:36:21	
b160317.000053.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:38:40	
b160317.000054.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:39:00	
b160317.000055.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:39:22	
b160317.000056.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:39:43	
b160317.000057.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:40:02	
b160317.000058.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:40:23	
b160317.000059.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:40:44	
b160317.000060.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:41:05	
b160317.000061.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:41:26	
b160317.000062.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:41:47	
b160317.000063.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:48:56	
b160317.000064.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:49:15	
b160317.000065.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:49:36	
b160317.000066.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:49:55	
b160317.000067.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:50:15	
b160317.000068.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:50:34	
b160317.000069.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:50:55	
b160317.000070.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:55:08	
b160317.000071.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:55:26	
b160317.000072.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:55:48	
b160317.000073.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:56:07	
b160317.000074.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:56:27	
b160317.000075.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:56:47	
b160317.000076.fits BlowerTest0317-2FAST  150.0000 -65.0000    3.00 2016-03-18T04:57:08	
