FILENAME       TYPE            RA       DEC      exptime DATE	
b160321.000011.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:07:40	
b160321.000012.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:08:05	
b160321.000013.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:16:36	
b160321.000018.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:18:35	
b160321.000019.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:27:04	
b160321.000020.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:27:28	
b160321.000021.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:27:51	
b160321.000022.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:28:12	
b160321.000023.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:28:34	
b160321.000024.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:28:57	
b160321.000014.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:17:00	
b160321.000015.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:17:24	
b160321.000016.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:17:48	
b160321.000017.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:18:12	
b160321.000025.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:29:20	
b160321.000026.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:29:44	
b160321.000027.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:30:07	
b160321.000028.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:30:30	
b160321.000029.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:30:53	
b160321.000030.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:34:27	
b160321.000031.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:34:50	
b160321.000032.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:35:14	
b160321.000033.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:35:38	
b160321.000034.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:36:01	
b160321.000035.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:36:25	
b160321.000036.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:36:49	
b160321.000037.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:37:13	
b160321.000038.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:40:37	
b160321.000039.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:41:01	
b160321.000040.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:41:25	
b160321.000041.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:41:50	
b160321.000042.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:42:12	
b160321.000043.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:42:37	
b160321.000044.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:43:00	
b160321.000045.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:43:24	
b160321.000046.fits           survey  353.9076 -50.7687    3.00 2016-03-22T02:43:48	
b160321.000047.fits           survey  353.9076 -50.7687   10.00 2016-03-22T03:19:06	
b160321.000048.fits           survey  353.9076 -50.7687   10.00 2016-03-22T03:19:19	
b160321.000049.fits           survey  353.9076 -50.7687   10.00 2016-03-22T03:19:32	
b160321.000050.fits           survey  353.9076 -50.7687   10.00 2016-03-22T03:19:45	
b160321.000051.fits           survey  353.9076 -50.7687   10.00 2016-03-22T03:19:59	
b160321.000052.fits            area1   93.0000 -76.0000   15.00 2016-03-22T03:24:52	
b160321.000053.fits            area1   93.0000 -76.0000   15.00 2016-03-22T03:25:11	
b160321.000054.fits            area1   93.0000 -76.0000   15.00 2016-03-22T03:25:29	
b160321.000055.fits            area1   93.0000 -76.0000   15.00 2016-03-22T03:25:47	
b160321.000056.fits            area1   93.0000 -76.0000   15.00 2016-03-22T03:26:05	
b160321.000057.fits            area1   93.0000 -76.0000   20.00 2016-03-22T03:33:28	
b160321.000058.fits            area1   93.0000 -76.0000   20.00 2016-03-22T03:33:51	
b160321.000059.fits            area1   93.0000 -76.0000   25.00 2016-03-22T03:35:06	
b160321.000060.fits            area1   93.0000 -76.0000   25.00 2016-03-22T03:35:34	
b160321.000061.fits            area1   93.0000 -76.0000   30.00 2016-03-22T03:40:45	
b160321.000062.fits            area1   93.0000 -76.0000   30.00 2016-03-22T03:41:18	
