time,disk_0,disk_1,disk_2,disk_3,disk_4,disk_5,disk_6,disk_7,disk_8,disk_9,disk_10,disk_11,disk_12,disk_13,disk_14,disk_15,disk_16,disk_17,opened, ,tasks_0,tasks_1,tasks_2,tasks_3,tasks_4,tasks_5,tasks_6,tasks_7,tasks_8,tasks_9,tasks_10,tasks_11,tasks_12,tasks_13,tasks_14,tasks_15,tasks_16,tasks_17, ,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob_10,prob_11,prob_12,prob_13,prob_14,prob_15,prob_16,prob_17
5835,-7,-7,-7,-7,-7,-7,-7,27,-7,30,30,-7,2,0,0,0,0,6,9, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0, ,113163.166667,87500.333333,124965.833333,88020.000000,88918.166667,111829.333333,116538.666667,108603.833333,98427.000000,77845.666667,95658.500000,154043.333333,179773.166667,250774.000000,233955.333333,247695.833333,276593.500000,243537.500000
5836,-7,-7,-7,-7,-7,-7,-7,28,-7,31,31,-7,3,0,0,0,0,7,9, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, ,113181.666667,87511.833333,124990.833333,88041.000000,88928.166667,111853.333333,116557.166667,108628.833333,98441.500000,77864.666667,95679.000000,154075.666667,179806.666667,250819.500000,234000.166667,247737.166667,276632.500000,243577.500000
5837,-7,-7,-6,-7,-7,-6,-7,29,-7,32,0,-7,4,1,1,0,0,8,9, ,0,0,4,0,0,1,0,0,0,0,3,0,0,0,0,2,1,0, ,113200.166667,87523.333333,125018.833333,88062.000000,88938.166667,111877.833333,116575.666667,108653.833333,98456.000000,77883.666667,95701.000000,154108.000000,179840.166667,250865.000000,234045.000000,247779.500000,276672.000000,243617.500000
5838,-7,-7,-5,-7,-7,-5,-7,30,-7,33,0,-7,5,2,2,0,0,9,9, ,0,0,4,0,0,1,0,0,0,0,3,0,0,0,0,2,1,0, ,113218.666667,87534.833333,125046.833333,88083.000000,88948.166667,111902.333333,116594.166667,108678.833333,98470.500000,77902.666667,95723.000000,154140.333333,179873.666667,250910.500000,234089.833333,247821.833333,276711.500000,243657.500000
5839,-7,-7,-4,-7,-7,-4,-7,31,-7,34,0,-7,6,3,3,0,0,10,9, ,0,0,4,0,0,1,0,0,0,0,3,0,0,0,0,2,1,0, ,113237.166667,87546.333333,125074.833333,88104.000000,88958.166667,111926.833333,116612.666667,108703.833333,98485.000000,77921.666667,95745.000000,154172.666667,179907.166667,250956.000000,234134.666667,247864.166667,276751.000000,243697.500000
5840,-7,-7,-3,-7,-7,-3,-7,32,-7,35,0,-7,7,4,4,0,0,11,9, ,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0, ,113255.666667,87557.833333,125102.833333,88125.000000,88968.166667,111951.333333,116631.166667,108728.833333,98499.500000,77940.666667,95767.000000,154205.000000,179940.666667,251001.500000,234179.500000,247906.500000,276790.500000,243737.500000
5841,-7,-7,-2,-7,-7,-2,-7,33,-7,36,0,-7,8,5,5,0,1,12,9, ,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0, ,113274.166667,87569.333333,125130.833333,88146.000000,88978.166667,111975.833333,116649.666667,108753.833333,98514.000000,77959.666667,95789.000000,154237.333333,179974.166667,251047.000000,234224.333333,247948.833333,276830.000000,243777.500000
5842,-7,-7,-1,-7,-7,-1,-7,34,-7,37,0,-7,9,6,6,0,2,13,9, ,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0, ,113292.666667,87580.833333,125158.833333,88167.000000,88988.166667,112000.333333,116668.166667,108778.833333,98528.500000,77978.666667,95809.000000,154268.666667,180007.666667,251092.500000,234269.166667,247991.166667,276869.500000,243816.500000
5843,-7,-7,0,-7,-7,0,-7,35,-7,38,0,-7,10,7,7,0,3,14,11, ,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0, ,113311.166667,87592.333333,125186.833333,88188.000000,88998.166667,112024.833333,116686.666667,108803.833333,98543.000000,77997.666667,95829.000000,154300.000000,180041.166667,251138.000000,234314.000000,248033.500000,276909.000000,243855.500000
5844,-6,-7,0,-7,-7,0,-7,0,-7,39,0,-7,0,8,0,0,4,0,11, ,1,0,4,0,0,1,0,2,0,0,1,0,2,0,2,0,0,3, ,113330.666667,87603.833333,125214.833333,88209.000000,89008.166667,112049.333333,116705.166667,108829.833333,98557.500000,78016.666667,95849.000000,154331.333333,180075.666667,251183.500000,234359.833333,248075.833333,276948.500000,243896.000000
5845,-5,-7,0,-7,-7,0,-7,0,-7,40,0,-7,0,9,0,1,5,0,11, ,1,0,4,0,0,1,0,2,0,0,1,0,2,0,2,0,0,3, ,113350.166667,87615.333333,125242.833333,88230.000000,89018.166667,112073.833333,116723.666667,108855.833333,98572.000000,78035.666667,95869.000000,154362.666667,180110.166667,251229.000000,234405.666667,248118.166667,276988.000000,243936.500000
5846,-4,-7,0,-7,-7,0,-7,0,-7,41,0,-7,0,10,0,2,6,0,11, ,1,0,4,0,0,1,0,2,0,0,1,0,2,0,2,0,0,3, ,113369.666667,87626.833333,125270.833333,88251.000000,89028.166667,112098.333333,116742.166667,108881.833333,98586.500000,78054.666667,95889.000000,154394.000000,180144.666667,251274.500000,234451.500000,248160.500000,277027.500000,243977.000000
5847,-3,-7,0,-7,-7,0,-7,0,-7,42,0,-7,0,11,0,3,7,0,11, ,1,0,3,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2, ,113389.166667,87638.333333,125298.833333,88272.000000,89038.166667,112122.833333,116760.666667,108907.833333,98601.000000,78073.666667,95909.000000,154425.333333,180179.166667,251320.000000,234497.333333,248202.833333,277067.000000,244017.500000
5848,-2,-7,0,-7,-7,1,-7,0,-7,43,0,-7,0,12,0,4,8,0,11, ,1,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2, ,113408.666667,87649.833333,125326.833333,88293.000000,89048.166667,112147.333333,116779.166667,108933.833333,98615.500000,78092.666667,95929.000000,154456.666667,180213.666667,251365.500000,234543.166667,248245.166667,277106.500000,244058.000000
5849,-1,-7,0,-6,-7,0,-6,0,-6,0,1,-7,0,0,0,0,0,0,11, ,1,0,3,1,0,2,2,5,1,1,0,0,1,1,1,2,3,5, ,113428.166667,87661.333333,125354.833333,88314.000000,89058.166667,112172.833333,116798.666667,108961.333333,98630.500000,78111.666667,95949.000000,154488.000000,180248.166667,251411.000000,234589.000000,248287.500000,277146.000000,244100.000000
5850,0,-7,0,-5,-7,0,-5,0,-5,0,2,-7,0,0,0,0,0,0,12, ,1,0,3,1,0,2,2,5,1,1,0,0,1,1,1,2,3,5, ,113447.666667,87672.833333,125382.833333,88335.000000,89068.166667,112198.333333,116818.166667,108988.833333,98645.500000,78130.666667,95969.000000,154519.333333,180282.666667,251456.500000,234634.833333,248329.833333,277185.500000,244142.000000
5851,0,-7,0,-4,-7,0,-4,0,-4,0,3,-7,0,0,0,0,0,0,12, ,1,0,2,1,0,2,2,4,1,1,0,0,0,1,0,2,3,4, ,113467.166667,87684.333333,125410.833333,88356.000000,89078.166667,112223.833333,116837.666667,109016.333333,98660.500000,78149.666667,95989.000000,154550.666667,180317.166667,251502.000000,234680.666667,248372.166667,277225.000000,244184.000000
5852,0,-7,0,-3,-7,0,-3,0,-3,0,4,-7,1,0,1,0,0,0,12, ,1,0,2,1,0,1,2,4,1,0,0,0,0,0,0,1,2,4, ,113486.666667,87695.833333,125438.833333,88377.000000,89088.166667,112249.333333,116857.166667,109043.833333,98675.500000,78168.666667,96009.000000,154582.000000,180351.666667,251547.500000,234726.500000,248414.500000,277264.500000,244226.000000
5853,0,-7,0,-2,-7,0,-2,0,-2,1,5,-7,2,1,2,0,0,0,12, ,1,0,2,1,0,1,2,4,1,0,0,0,0,0,0,1,2,4, ,113506.166667,87707.333333,125466.833333,88398.000000,89098.166667,112274.833333,116876.666667,109071.333333,98690.500000,78187.666667,96029.000000,154613.333333,180386.166667,251593.000000,234772.333333,248456.833333,277304.000000,244268.000000
5854,0,-7,0,-1,-7,0,-1,0,-1,2,6,-7,3,2,3,0,0,0,12, ,0,0,2,1,0,1,2,4,1,0,0,0,0,0,0,1,2,4, ,113525.666667,87718.833333,125494.833333,88419.000000,89108.166667,112300.333333,116896.166667,109098.833333,98705.500000,78206.666667,96049.000000,154644.666667,180420.666667,251638.500000,234818.166667,248499.166667,277343.500000,244310.000000
5855,1,-7,0,0,-7,0,0,0,0,3,7,-7,4,3,4,0,0,0,15, ,0,0,1,1,0,1,2,3,1,0,0,0,0,0,0,1,2,3, ,113545.166667,87730.333333,125522.833333,88440.000000,89118.166667,112325.833333,116915.666667,109126.333333,98720.500000,78225.666667,96069.000000,154676.000000,180455.166667,251684.000000,234864.000000,248541.500000,277383.000000,244352.000000
5856,2,-7,0,0,-7,0,0,0,0,4,8,-7,5,4,5,0,0,0,15, ,0,0,1,1,0,0,2,3,1,0,0,0,0,0,0,0,1,3, ,113564.666667,87741.833333,125550.833333,88461.000000,89128.166667,112351.333333,116935.166667,109153.833333,98735.500000,78244.666667,96089.000000,154707.333333,180489.666667,251729.500000,234909.833333,248583.833333,277422.500000,244394.000000
5857,3,-7,0,0,-7,1,0,0,0,5,9,-7,6,5,6,1,0,0,15, ,0,0,1,1,0,0,2,3,1,0,0,0,0,0,0,0,1,3, ,113584.166667,87753.333333,125578.833333,88482.000000,89138.166667,112376.833333,116954.666667,109181.333333,98750.500000,78263.666667,96109.000000,154738.666667,180524.166667,251775.000000,234955.666667,248626.166667,277462.000000,244436.000000
5858,4,-7,0,0,-7,2,0,0,0,6,10,-7,7,6,7,2,0,0,15, ,0,0,1,1,0,0,2,3,1,0,0,0,0,0,0,0,1,3, ,113603.666667,87764.833333,125606.833333,88503.000000,89148.166667,112402.333333,116974.166667,109208.833333,98765.500000,78282.666667,96129.000000,154770.000000,180558.666667,251820.500000,235001.500000,248668.500000,277501.500000,244478.000000
5859,5,-7,0,0,-7,3,0,0,0,7,11,-7,8,7,8,3,0,0,15, ,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2, ,113623.166667,87776.333333,125634.833333,88524.000000,89158.166667,112427.833333,116993.666667,109236.333333,98780.500000,78301.666667,96149.000000,154801.333333,180593.166667,251866.000000,235047.333333,248710.833333,277541.000000,244520.000000
5860,6,-7,1,1,-7,4,0,0,1,8,12,-7,9,8,9,4,0,0,15, ,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2, ,113642.666667,87787.833333,125662.833333,88545.000000,89168.166667,112453.333333,117013.166667,109263.833333,98795.500000,78320.666667,96169.000000,154832.666667,180627.666667,251911.500000,235093.166667,248753.166667,277580.500000,244562.000000
5861,7,-7,2,2,-7,5,0,0,2,9,13,-7,10,9,10,5,1,0,15, ,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2, ,113662.166667,87799.333333,125690.833333,88566.000000,89178.166667,112478.833333,117032.666667,109291.333333,98810.500000,78339.666667,96189.000000,154864.000000,180662.166667,251957.000000,235139.000000,248795.500000,277620.000000,244604.000000
5862,8,-7,3,3,-7,6,0,0,3,10,14,-7,11,10,11,6,2,0,15, ,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2, ,113681.666667,87810.833333,125718.833333,88587.000000,89188.166667,112504.333333,117052.166667,109318.833333,98825.500000,78358.666667,96209.000000,154895.333333,180696.666667,252002.500000,235184.833333,248837.833333,277659.500000,244646.000000
5863,9,-7,4,4,-7,7,0,0,4,11,15,-7,12,11,12,7,3,0,15, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, ,113701.166667,87822.333333,125746.833333,88608.000000,89198.166667,112529.833333,117071.666667,109346.333333,98840.500000,78377.666667,96229.000000,154926.666667,180731.166667,252048.000000,235230.666667,248880.166667,277699.000000,244688.000000
5864,10,-7,5,5,-7,8,1,0,5,12,16,-7,13,12,13,8,4,0,15, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, ,113720.666667,87833.833333,125774.833333,88629.000000,89208.166667,112555.333333,117091.166667,109373.833333,98855.500000,78396.666667,96249.000000,154958.000000,180765.666667,252093.500000,235276.500000,248922.500000,277738.500000,244730.000000
5865,11,-7,6,6,-7,9,2,0,6,13,17,-7,14,13,14,9,5,0,15, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, ,113740.166667,87845.333333,125802.833333,88650.000000,89218.166667,112580.833333,117110.666667,109401.333333,98870.500000,78415.666667,96269.000000,154989.333333,180800.166667,252139.000000,235322.333333,248964.833333,277778.000000,244772.000000
5866,12,-7,7,7,-7,10,3,0,7,14,18,-7,15,14,15,10,6,0,15, ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, ,113759.666667,87856.833333,125830.833333,88671.000000,89228.166667,112606.333333,117130.166667,109428.833333,98885.500000,78434.666667,96289.000000,155020.666667,180834.666667,252184.500000,235368.166667,249007.166667,277817.500000,244814.000000
5867,13,-7,8,8,-7,11,4,0,8,15,19,-7,16,15,16,11,7,0,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,113779.166667,87868.333333,125858.833333,88692.000000,89238.166667,112631.833333,117149.666667,109456.333333,98900.500000,78453.666667,96309.000000,155052.000000,180869.166667,252230.000000,235414.000000,249049.500000,277857.000000,244856.000000
5868,14,-7,9,9,-7,12,5,1,9,16,20,-7,17,16,17,12,8,1,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,113798.666667,87879.833333,125886.833333,88713.000000,89248.166667,112657.333333,117169.166667,109483.833333,98915.500000,78472.666667,96329.000000,155083.333333,180903.666667,252275.500000,235459.833333,249091.833333,277896.500000,244898.000000
5869,15,-7,10,10,-7,13,6,2,10,17,21,-7,18,17,18,13,9,2,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,113818.166667,87891.333333,125914.833333,88734.000000,89258.166667,112682.833333,117188.666667,109511.333333,98930.500000,78491.666667,96349.000000,155114.666667,180938.166667,252321.000000,235505.666667,249134.166667,277936.000000,244940.000000
5870,16,-7,11,11,-7,14,7,3,11,18,22,-7,19,18,19,14,10,3,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,113837.666667,87902.833333,125942.833333,88755.000000,89268.166667,112708.333333,117208.166667,109538.833333,98945.500000,78510.666667,96369.000000,155146.000000,180972.666667,252366.500000,235551.500000,249176.500000,277975.500000,244982.000000
5871,17,-7,12,12,-7,15,8,4,12,19,23,-7,20,19,20,15,11,4,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,113857.166667,87914.333333,125970.833333,88776.000000,89278.166667,112733.833333,117227.666667,109566.333333,98960.500000,78529.666667,96389.000000,155177.333333,181007.166667,252412.000000,235597.333333,249218.833333,278015.000000,245024.000000
5872,18,-7,13,13,-7,16,9,5,13,20,24,-7,21,20,21,16,12,5,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,113876.666667,87925.833333,125998.833333,88797.000000,89288.166667,112759.333333,117247.166667,109593.833333,98975.500000,78548.666667,96409.000000,155208.666667,181041.666667,252457.500000,235643.166667,249261.166667,278053.500000,245066.000000
5873,19,-7,14,14,-7,17,10,6,14,21,25,-7,22,21,22,17,13,6,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,113896.166667,87937.333333,126026.833333,88818.000000,89298.166667,112784.833333,117266.666667,109621.333333,98990.500000,78567.666667,96429.000000,155240.000000,181076.166667,252503.000000,235689.000000,249303.500000,278092.000000,245108.000000
5874,20,-7,15,15,-7,18,11,7,15,22,26,-7,23,22,23,18,14,7,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,113915.666667,87948.833333,126054.833333,88839.000000,89308.166667,112810.333333,117286.166667,109648.833333,99005.500000,78586.666667,96449.000000,155271.333333,181110.666667,252548.500000,235734.833333,249345.833333,278130.500000,245150.000000
5875,21,-7,16,16,-7,19,12,8,16,23,27,-7,24,23,24,19,15,8,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,113935.166667,87960.333333,126082.833333,88860.000000,89318.166667,112835.833333,117305.666667,109676.333333,99020.500000,78605.666667,96469.000000,155302.666667,181145.166667,252594.000000,235780.666667,249388.166667,278169.000000,245192.000000
5876,22,-7,17,17,-7,20,13,9,17,24,28,-7,25,24,25,20,16,9,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,113954.666667,87971.833333,126110.833333,88881.000000,89328.166667,112861.333333,117325.166667,109703.833333,99035.500000,78624.666667,96489.000000,155334.000000,181179.666667,252639.500000,235826.500000,249430.500000,278207.500000,245234.000000
5877,23,-7,18,18,-7,21,14,10,18,25,29,-7,26,25,26,21,17,10,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,113974.166667,87983.333333,126138.833333,88902.000000,89338.166667,112886.833333,117344.666667,109731.333333,99050.500000,78643.666667,96509.000000,155365.333333,181214.166667,252685.000000,235872.333333,249472.833333,278246.000000,245276.000000
5878,24,-7,19,19,-7,22,15,11,19,26,30,-7,27,26,27,22,18,11,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,113993.666667,87994.833333,126166.833333,88923.000000,89348.166667,112912.333333,117364.166667,109758.833333,99065.500000,78662.666667,96529.000000,155396.666667,181248.666667,252730.500000,235918.166667,249515.166667,278284.500000,245318.000000
5879,25,-7,20,20,-7,23,16,12,20,27,31,-7,28,27,28,23,19,12,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114013.166667,88006.333333,126194.833333,88944.000000,89358.166667,112937.833333,117383.666667,109786.333333,99080.500000,78681.666667,96549.000000,155428.000000,181283.166667,252776.000000,235964.000000,249557.500000,278323.000000,245360.000000
5880,26,-7,21,21,-7,24,17,13,21,28,32,-7,29,28,29,24,20,13,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114032.666667,88017.833333,126222.833333,88965.000000,89368.166667,112963.333333,117403.166667,109813.833333,99095.500000,78700.666667,96569.000000,155459.333333,181317.666667,252821.500000,236009.833333,249599.833333,278361.500000,245402.000000
5881,27,-7,22,22,-7,25,18,14,22,29,33,-7,30,29,30,25,21,14,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114052.166667,88029.333333,126250.833333,88986.000000,89378.166667,112988.833333,117422.666667,109841.333333,99110.500000,78719.666667,96589.000000,155490.666667,181352.166667,252867.000000,236055.666667,249642.166667,278400.000000,245444.000000
5882,28,-7,23,23,-7,26,19,15,23,30,34,-7,31,30,31,26,22,15,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114071.666667,88040.833333,126278.833333,89007.000000,89388.166667,113014.333333,117442.166667,109868.833333,99125.500000,78738.666667,96609.000000,155522.000000,181386.666667,252912.500000,236101.500000,249684.500000,278438.500000,245486.000000
5883,29,-7,24,24,-7,27,20,16,24,31,35,-7,32,31,32,27,23,16,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114091.166667,88052.333333,126306.833333,89028.000000,89398.166667,113039.833333,117461.666667,109896.333333,99140.500000,78757.666667,96629.000000,155553.333333,181421.166667,252958.000000,236147.333333,249726.833333,278477.000000,245528.000000
5884,30,-7,25,25,-7,28,21,17,25,32,36,-7,33,32,33,28,24,17,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114110.666667,88063.833333,126334.833333,89049.000000,89408.166667,113065.333333,117481.166667,109923.833333,99155.500000,78776.666667,96649.000000,155584.666667,181455.666667,253003.500000,236193.166667,249769.166667,278515.500000,245570.000000
5885,31,-7,26,26,-7,29,22,18,26,33,37,-7,34,33,34,29,25,18,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114130.166667,88075.333333,126362.833333,89070.000000,89418.166667,113090.833333,117500.666667,109951.333333,99170.500000,78795.666667,96669.000000,155616.000000,181490.166667,253049.000000,236239.000000,249811.500000,278554.000000,245612.000000
5886,32,-7,27,27,-7,30,23,19,27,34,38,-7,35,34,35,30,26,19,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114149.666667,88086.833333,126390.833333,89091.000000,89428.166667,113116.333333,117520.166667,109978.833333,99185.500000,78814.666667,96689.000000,155647.333333,181524.666667,253094.500000,236284.833333,249853.833333,278592.500000,245654.000000
5887,33,-7,28,28,-7,31,24,20,28,35,39,-7,36,35,36,31,27,20,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114169.166667,88098.333333,126418.833333,89112.000000,89438.166667,113141.833333,117539.666667,110006.333333,99200.500000,78833.666667,96709.000000,155678.666667,181559.166667,253140.000000,236330.666667,249896.166667,278631.000000,245696.000000
5888,34,-7,29,29,-7,32,25,21,29,36,40,-7,37,36,37,32,28,21,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114188.666667,88109.833333,126446.833333,89133.000000,89448.166667,113167.333333,117559.166667,110033.833333,99215.500000,78852.666667,96729.000000,155710.000000,181593.666667,253185.500000,236376.500000,249938.500000,278669.500000,245738.000000
5889,35,-7,30,30,-7,33,26,22,30,37,41,-7,38,37,38,33,29,22,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114208.166667,88121.333333,126474.833333,89154.000000,89458.166667,113192.833333,117578.666667,110061.333333,99230.500000,78871.666667,96749.000000,155741.333333,181628.166667,253231.000000,236422.333333,249980.833333,278708.000000,245780.000000
5890,36,-7,31,31,-7,34,27,23,31,38,42,-7,39,38,39,34,30,23,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114227.666667,88132.833333,126502.833333,89175.000000,89468.166667,113218.333333,117598.166667,110088.833333,99245.500000,78890.666667,96769.000000,155772.666667,181662.666667,253276.500000,236468.166667,250023.166667,278746.500000,245822.000000
5891,37,-7,32,32,-7,35,28,24,32,39,43,-7,40,39,40,35,31,24,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114247.166667,88144.333333,126530.833333,89196.000000,89478.166667,113243.833333,117617.666667,110116.333333,99260.500000,78909.666667,96789.000000,155804.000000,181697.166667,253322.000000,236514.000000,250065.500000,278785.000000,245864.000000
5892,38,-7,33,33,-7,36,29,25,33,40,44,-7,41,40,41,36,32,25,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114266.666667,88155.833333,126558.833333,89217.000000,89488.166667,113269.333333,117637.166667,110143.833333,99275.500000,78928.666667,96809.000000,155835.333333,181731.666667,253367.500000,236559.833333,250107.833333,278823.500000,245906.000000
5893,39,-7,34,34,-7,37,30,26,34,41,45,-7,42,41,42,37,33,26,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114286.166667,88167.333333,126586.833333,89238.000000,89498.166667,113294.833333,117656.666667,110171.333333,99290.500000,78947.666667,96829.000000,155866.666667,181766.166667,253413.000000,236605.666667,250150.166667,278862.000000,245948.000000
5894,40,-7,35,35,-7,38,31,27,35,42,46,-7,43,42,43,38,34,27,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114305.666667,88178.833333,126611.833333,89259.000000,89508.166667,113317.333333,117676.166667,110198.833333,99305.500000,78966.666667,96849.000000,155898.000000,181798.666667,253457.500000,236649.500000,250190.500000,278897.500000,245988.000000
5895,41,-7,36,36,-7,39,32,28,36,43,47,-7,44,43,44,39,35,28,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114325.166667,88190.333333,126636.833333,89280.000000,89518.166667,113339.833333,117695.666667,110226.333333,99320.500000,78985.666667,96869.000000,155929.333333,181831.166667,253502.000000,236693.333333,250230.833333,278933.000000,246028.000000
5896,42,-7,37,37,-7,40,33,29,37,44,48,-7,45,44,45,40,36,29,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114344.666667,88201.833333,126661.833333,89301.000000,89528.166667,113362.333333,117715.166667,110253.833333,99335.500000,79004.666667,96889.000000,155960.666667,181863.666667,253546.500000,236737.166667,250271.166667,278968.500000,246068.000000
5897,43,-7,38,38,-7,41,34,30,38,45,49,-7,46,45,46,41,37,30,15, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,114364.166667,88213.333333,126686.833333,89322.000000,89538.166667,113384.833333,117734.666667,110281.333333,99350.500000,79023.666667,96909.000000,155992.000000,181896.166667,253591.000000,236781.000000,250311.500000,279004.000000,246108.000000
5898,44,-7,39,39,-6,0,0,0,0,46,50,-7,47,46,47,42,38,31,15, ,0,0,0,0,3,2,1,3,1,0,0,0,0,0,0,0,0,0, ,114383.666667,88224.833333,126711.833333,89343.000000,89551.166667,113409.333333,117754.166667,110311.833333,99366.500000,79042.666667,96929.000000,156023.333333,181928.666667,253635.500000,236824.833333,250351.833333,279039.500000,246148.000000
5899,45,-7,40,40,-5,0,0,0,0,47,51,-7,48,47,48,43,39,32,15, ,0,0,0,0,3,2,1,3,1,0,0,0,0,0,0,0,0,0, ,114403.166667,88236.333333,126736.833333,89364.000000,89564.166667,113433.833333,117773.666667,110342.333333,99382.500000,79061.666667,96949.000000,156054.666667,181961.166667,253680.000000,236868.666667,250392.166667,279075.000000,246188.000000
5900,46,-7,41,41,-4,0,0,0,0,48,52,-7,49,48,49,44,40,33,15, ,0,0,0,0,3,2,1,3,1,0,0,0,0,0,0,0,0,0, ,114422.666667,88247.833333,126761.833333,89385.000000,89577.166667,113458.333333,117793.166667,110372.833333,99398.500000,79080.666667,96969.000000,156086.000000,181993.666667,253724.500000,236912.500000,250432.500000,279110.500000,246228.000000
5901,47,-7,42,42,-3,0,0,0,0,49,53,-7,50,49,50,45,41,34,15, ,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0, ,114442.166667,88259.333333,126786.833333,89406.000000,89590.166667,113482.833333,117812.666667,110403.333333,99414.500000,79099.666667,96989.000000,156117.333333,182026.166667,253769.000000,236956.333333,250472.833333,279146.000000,246268.000000
5902,48,-7,43,43,-2,0,1,0,1,50,54,-7,51,50,51,46,42,35,15, ,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0, ,114461.666667,88270.833333,126811.833333,89427.000000,89603.166667,113507.333333,117832.166667,110433.833333,99430.500000,79118.666667,97009.000000,156148.666667,182058.666667,253813.500000,237000.166667,250513.166667,279181.500000,246308.000000
5903,49,-7,44,44,-1,0,2,0,2,51,55,-7,52,51,52,47,43,36,15, ,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0, ,114481.166667,88282.333333,126836.833333,89448.000000,89616.166667,113531.833333,117851.666667,110464.333333,99446.500000,79137.666667,97029.000000,156180.000000,182091.166667,253858.000000,237044.000000,250553.500000,279217.000000,246348.000000
5904,50,-7,45,45,0,0,3,0,3,52,56,-7,53,52,53,48,44,37,16, ,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0, ,114500.666667,88293.833333,126861.833333,89469.000000,89629.166667,113556.333333,117871.166667,110494.833333,99462.500000,79156.666667,97049.000000,156211.333333,182123.666667,253902.500000,237087.833333,250593.833333,279252.500000,246388.000000
